subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
105,3,12,0.1072,0.3904,-0.1778,0.1778,0.251,-0.1074,0.1074,0.2824,-0.1432,0.1432,0.3471,-0.0964,0.0964,-3.3069,-4.0067,4.0067,0.6908,-0.1141,0.1141,0.326,-0.1176,0.1176,0.2327,-0.086,0.086,0.3034,-0.1096,0.1096,0.364,-0.1041,0.1041
105,3,13,0.1096,0.3709,-0.1522,0.1522,0.2118,-0.1,0.1,0.2775,-0.1495,0.1495,0.4548,-0.0783,0.0783,0.5383,-0.1001,0.1001,0.6886,-0.0967,0.0967,0.2479,-0.1793,0.1793,0.2441,-0.0919,0.0919,0.3095,-0.0953,0.0953,0.3587,-0.1146,0.1146
105,3,14,0.0937,0.5307,-0.0898,0.0898,0.4182,-0.1007,0.1007,0.2496,-0.1429,0.1429,0.4058,-0.0898,0.0898,0.5862,-0.0903,0.0903,0.8822,-0.0936,0.0936,0.1567,-0.1807,0.1807,0.2199,-0.1201,0.1201,0.2953,-0.1087,0.1087,0.3458,-0.1033,0.1033
105,3,15,0.119,0.4036,-0.1331,0.1331,0.1935,-0.127,0.127,0.296,-0.1478,0.1478,0.3876,-0.0845,0.0845,0.4561,-0.0995,0.0995,1.1815,-0.1194,0.1194,0.2622,-0.1725,0.1725,0.4083,-0.0931,0.0931,0.3212,-0.1003,0.1003,0.3576,-0.0941,0.0941
105,3,16,0.107,0.333,-0.1406,0.1406,0.2315,-0.0944,0.0944,0.2658,-0.1269,0.1269,0.3459,-0.0884,0.0884,-3.128,-3.6517,3.6517,0.5793,-0.0955,0.0955,0.1709,-0.1905,0.1905,0.2234,-0.1079,0.1079,0.3112,-0.1098,0.1098,0.3408,-0.1179,0.1179
105,3,17,0.1038,0.3128,-0.1224,0.1224,0.2665,-0.0975,0.0975,0.2133,-0.1222,0.1222,0.3817,-0.0958,0.0958,0.6615,-0.1019,0.1019,0.7241,-0.0963,0.0963,0.2063,-0.1539,0.1539,0.2743,-0.092,0.092,0.2895,-0.0999,0.0999,0.3438,-0.1034,0.1034
105,3,18,0.0999,0.3079,-0.1271,0.1271,0.2563,-0.0922,0.0922,0.2602,-0.1458,0.1458,0.3532,-0.0954,0.0954,0.7659,-0.0896,0.0896,0.778,-0.0909,0.0909,0.2267,-0.1483,0.1483,0.2529,-0.0904,0.0904,0.3037,-0.1043,0.1043,0.3375,-0.1072,0.1072
105,3,19,0.0989,0.7354,-0.1141,0.1141,0.3085,-0.0975,0.0975,0.2383,-0.1324,0.1324,0.3657,-0.0898,0.0898,-3.8464,-4.8808,4.8808,1.3826,-0.1011,0.1011,0.2679,-0.1556,0.1556,0.2834,-0.0796,0.0796,0.2439,-0.0984,0.0984,0.3268,-0.1033,0.1033
105,3,20,0.1017,0.4298,-0.1362,0.1362,0.2517,-0.1078,0.1078,0.2676,-0.1323,0.1323,0.5524,-0.1008,0.1008,1.2023,-0.1084,0.1084,1.6234,-0.0998,0.0998,0.2528,-0.1439,0.1439,0.293,-0.0961,0.0961,0.2752,-0.0987,0.0987,0.335,-0.0998,0.0998
105,3,21,0.1031,0.5032,-0.1798,0.1798,0.3127,-0.1096,0.1096,0.2391,-0.1358,0.1358,0.6432,-0.0964,0.0964,0.4546,-0.1053,0.1053,0.9467,-0.1,0.1,0.2131,-0.1671,0.1671,0.297,-0.0934,0.0934,0.3336,-0.1031,0.1031,0.3563,-0.118,0.118
105,3,22,0.0975,0.4416,-0.1701,0.1701,0.2963,-0.1214,0.1214,0.29,-0.1438,0.1438,0.3501,-0.0879,0.0879,0.4165,-0.0946,0.0946,0.6588,-0.1198,0.1198,0.1872,-0.1801,0.1801,0.2763,-0.1063,0.1063,0.2364,-0.1212,0.1212,0.3246,-0.1331,0.1331
105,3,23,0.105,0.3618,-0.1908,0.1908,0.2335,-0.1091,0.1091,0.3148,-0.1348,0.1348,0.3532,-0.0937,0.0937,0.6414,-0.0967,0.0967,0.678,-0.0987,0.0987,0.2021,-0.1627,0.1627,0.2496,-0.0974,0.0974,0.3068,-0.1,0.1,0.3132,-0.1168,0.1168
105,3,24,0.1214,0.4686,-0.0949,0.0949,0.3332,-0.0968,0.0968,0.3202,-0.1277,0.1277,0.3776,-0.0927,0.0927,0.4775,-0.1027,0.1027,0.6424,-0.1001,0.1001,0.1677,-0.1732,0.1732,0.2445,-0.0944,0.0944,0.3077,-0.1119,0.1119,0.3726,-0.114,0.114
105,3,25,0.1003,0.5067,-0.0902,0.0902,0.4011,-0.0894,0.0894,0.3128,-0.1265,0.1265,0.5432,-0.0899,0.0899,0.5564,-0.0942,0.0942,0.6573,-0.0837,0.0837,0.1833,-0.1373,0.1373,0.3563,-0.0816,0.0816,0.3251,-0.1189,0.1189,0.3592,-0.1165,0.1165
105,3,26,0.1003,0.3726,-0.1619,0.1619,0.2562,-0.1147,0.1147,0.2899,-0.1234,0.1234,0.5882,-0.102,0.102,0.5748,-0.1014,0.1014,0.6395,-0.1057,0.1057,0.2519,-0.1489,0.1489,0.2548,-0.0838,0.0838,0.2927,-0.107,0.107,0.3161,-0.1199,0.1199
105,3,27,0.1101,0.4101,-0.1438,0.1438,0.2149,-0.1071,0.1071,0.2753,-0.1358,0.1358,0.7235,-0.0883,0.0883,0.5363,-0.0976,0.0976,0.6599,-0.1011,0.1011,0.2417,-0.1672,0.1672,0.2819,-0.0975,0.0975,0.3818,-0.1037,0.1037,0.3782,-0.1064,0.1064
105,3,28,0.1083,0.4179,-0.1495,0.1495,0.202,-0.1101,0.1101,0.2723,-0.1496,0.1496,0.4205,-0.0989,0.0989,0.6103,-0.101,0.101,0.671,-0.0945,0.0945,0.2725,-0.1402,0.1402,0.2462,-0.0956,0.0956,0.3134,-0.118,0.118,0.398,-0.1289,0.1289
105,3,29,0.1066,0.3539,-0.114,0.114,0.2858,-0.1069,0.1069,0.2744,-0.1462,0.1462,0.4661,-0.0936,0.0936,0.4069,-0.1001,0.1001,0.5942,-0.1005,0.1005,0.1472,-0.2011,0.2011,0.2446,-0.1034,0.1034,0.2633,-0.1176,0.1176,1.1639,-0.1083,0.1083
105,3,30,0.1049,0.2944,-0.1092,0.1092,0.3059,-0.0951,0.0951,0.1931,-0.1165,0.1165,0.4992,-0.0962,0.0962,-4.6941,-5.4254,5.4254,1.135,-0.1081,0.1081,0.2415,-0.1525,0.1525,0.3461,-0.0894,0.0894,0.3256,-0.1127,0.1127,0.7573,-0.1121,0.1121
105,3,31,0.1041,0.5426,-0.1098,0.1098,0.1788,-0.1069,0.1069,0.3128,-0.1249,0.1249,0.4159,-0.0981,0.0981,0.7156,-0.0972,0.0972,0.6817,-0.0969,0.0969,0.2424,-0.1806,0.1806,0.3131,-0.1045,0.1045,0.4862,-0.1044,0.1044,0.3962,-0.1027,0.1027
105,3,32,0.1052,0.3812,-0.1188,0.1188,0.2784,-0.0975,0.0975,0.2637,-0.1249,0.1249,0.4452,-0.0826,0.0826,1.0691,-0.097,0.097,0.653,-0.1037,0.1037,0.2004,-0.1599,0.1599,0.8201,-0.1183,0.1183,0.3883,-0.1046,0.1046,0.4513,-0.09,0.09
105,3,33,0.1024,0.4556,-0.1254,0.1254,0.1878,-0.1202,0.1202,0.2703,-0.1258,0.1258,0.4129,-0.0899,0.0899,-4.1755,-4.9713,4.9713,1.1319,-0.1175,0.1175,0.2916,-0.1584,0.1584,0.3325,-0.0907,0.0907,0.3338,-0.1128,0.1128,0.3903,-0.1168,0.1168
105,3,34,0.1058,0.3271,-0.1418,0.1418,0.3208,-0.0962,0.0962,0.3951,-0.1309,0.1309,0.6441,-0.0988,0.0988,0.6407,-0.0965,0.0965,0.6035,-0.0902,0.0902,0.1917,-0.1625,0.1625,0.2944,-0.1054,0.1054,0.3469,-0.1141,0.1141,0.4175,-0.1042,0.1042
105,3,35,0.115,0.3655,-0.1245,0.1245,0.2361,-0.1055,0.1055,0.2443,-0.1297,0.1297,0.4155,-0.0899,0.0899,-27.5787,-28.315,28.315,0.6596,-0.1096,0.1096,0.2091,-0.1662,0.1662,0.3245,-0.1058,0.1058,0.3063,-0.1183,0.1183,0.4099,-0.1314,0.1314
105,3,36,0.1111,0.3606,-0.1257,0.1257,0.2367,-0.1039,0.1039,0.2282,-0.1185,0.1185,0.4235,-0.0979,0.0979,-3.2556,-4.0204,4.0204,0.6738,-0.1035,0.1035,0.222,-0.1528,0.1528,0.2704,-0.0971,0.0971,0.3194,-0.1114,0.1114,0.3333,-0.1319,0.1319
105,3,37,0.0971,0.2569,-0.125,0.125,0.3403,-0.1111,0.1111,0.2359,-0.1182,0.1182,0.3473,-0.0973,0.0973,-3.923,-4.6245,4.6245,1.0618,-0.1109,0.1109,0.2511,-0.1597,0.1597,0.2981,-0.091,0.091,0.3549,-0.1036,0.1036,1.0406,-0.1257,0.1257
105,3,38,0.1054,0.4616,-0.1073,0.1073,0.1945,-0.0873,0.0873,0.5104,-0.1313,0.1313,0.409,-0.0912,0.0912,0.632,-0.1048,0.1048,0.7077,-0.098,0.098,0.2432,-0.1406,0.1406,0.2916,-0.099,0.099,0.3958,-0.1042,0.1042,0.3551,-0.1177,0.1177
105,3,39,0.0968,0.3187,-0.1389,0.1389,0.2641,-0.1113,0.1113,0.3206,-0.1172,0.1172,0.3197,-0.0953,0.0953,-8.1117,-8.9641,8.9641,1.2431,-0.0964,0.0964,0.2355,-0.1385,0.1385,0.3331,-0.1046,0.1046,0.3136,-0.0972,0.0972,0.3536,-0.1177,0.1177
105,3,40,0.1112,0.3467,-0.1282,0.1282,0.2497,-0.1067,0.1067,0.2991,-0.1523,0.1523,0.4374,-0.0897,0.0897,0.708,-0.1386,0.1386,0.9369,-0.1052,0.1052,0.2298,-0.1665,0.1665,0.2952,-0.0934,0.0934,0.2592,-0.1049,0.1049,0.3976,-0.1323,0.1323
105,3,41,0.1103,0.3462,-0.1181,0.1181,0.2569,-0.1112,0.1112,0.3472,-0.1185,0.1185,0.4715,-0.0906,0.0906,0.5927,-0.116,0.116,0.7888,-0.1205,0.1205,0.2319,-0.1527,0.1527,0.2285,-0.1113,0.1113,0.2986,-0.1048,0.1048,0.6188,-0.1172,0.1172
105,3,42,0.1019,0.31,-0.1382,0.1382,0.2088,-0.125,0.125,0.3029,-0.1403,0.1403,0.5358,-0.1044,0.1044,0.6112,-0.1247,0.1247,0.7566,-0.1052,0.1052,0.1667,-0.1746,0.1746,0.2361,-0.0973,0.0973,0.2867,-0.109,0.109,0.8269,-0.136,0.136
105,3,43,0.1171,0.3132,-0.1247,0.1247,0.2565,-0.1034,0.1034,0.3329,-0.1178,0.1178,0.5069,-0.0969,0.0969,0.569,-0.1064,0.1064,0.7116,-0.1048,0.1048,0.151,-0.1687,0.1687,0.1983,-0.1023,0.1023,0.2555,-0.1078,0.1078,0.3463,-0.1202,0.1202
105,3,44,0.1178,0.2502,-0.1318,0.1318,0.2558,-0.1118,0.1118,0.2853,-0.1118,0.1118,0.3336,-0.0973,0.0973,0.7013,-0.1171,0.1171,0.8962,-0.1075,0.1075,0.2914,-0.1668,0.1668,0.2795,-0.0955,0.0955,0.2832,-0.0928,0.0928,0.5553,-0.1036,0.1036
105,3,45,0.0979,0.2856,-0.1254,0.1254,0.2503,-0.1167,0.1167,0.27,-0.1455,0.1455,0.3569,-0.0951,0.0951,0.5671,-0.1111,0.1111,0.6916,-0.1201,0.1201,0.1903,-0.1803,0.1803,0.2224,-0.1116,0.1116,0.3336,-0.1171,0.1171,0.4846,-0.1456,0.1456
105,3,46,0.1038,0.2839,-0.1171,0.1171,0.2427,-0.111,0.111,0.2363,-0.1673,0.1673,0.3603,-0.0971,0.0971,0.4839,-0.0997,0.0997,0.5839,-0.1041,0.1041,0.1409,-0.1779,0.1779,0.2414,-0.0954,0.0954,0.2698,-0.0969,0.0969,0.3398,-0.1121,0.1121
105,3,47,0.1037,0.2516,-0.1433,0.1433,0.2892,-0.1386,0.1386,0.2987,-0.1253,0.1253,0.5274,-0.1182,0.1182,0.6107,-0.1045,0.1045,0.7566,-0.1181,0.1181,0.2366,-0.145,0.145,0.417,-0.11,0.11,0.3894,-0.1024,0.1024,0.381,-0.1044,0.1044
105,3,48,0.117,0.3252,-0.1323,0.1323,0.2504,-0.1258,0.1258,0.2564,-0.1322,0.1322,0.4026,-0.0978,0.0978,0.6271,-0.1025,0.1025,0.7711,-0.1039,0.1039,0.3264,-0.1466,0.1466,0.2929,-0.0974,0.0974,0.3591,-0.1116,0.1116,0.8956,-0.1078,0.1078
105,3,49,0.1045,0.3562,-0.1296,0.1296,0.2072,-0.1166,0.1166,0.2633,-0.139,0.139,0.4647,-0.097,0.097,0.6185,-0.1095,0.1095,0.6741,-0.0929,0.0929,0.129,-0.1828,0.1828,0.3078,-0.091,0.091,0.2445,-0.11,0.11,0.2968,-0.0976,0.0976
105,3,50,0.1012,0.2286,-0.1297,0.1297,0.2764,-0.1025,0.1025,0.2413,-0.1468,0.1468,0.383,-0.1045,0.1045,0.6031,-0.1186,0.1186,1.0356,-0.1022,0.1022,0.373,-0.1283,0.1283,0.667,-0.1032,0.1032,0.3535,-0.105,0.105,0.4445,-0.0972,0.0972
105,4,1,0.0953,0.8618,-0.1281,0.1281,0.2515,-0.1092,0.1092,0.2521,-0.1269,0.1269,0.4322,-0.1122,0.1122,-15.9886,-16.9176,16.9176,1.3205,-0.1142,0.1142,0.2233,-0.1596,0.1596,0.3223,-0.0922,0.0922,0.3474,-0.1123,0.1123,0.7781,-0.0988,0.0988
105,4,2,0.0989,0.3071,-0.1323,0.1323,0.3193,-0.1044,0.1044,0.6078,-0.1558,0.1558,0.5638,-0.1122,0.1122,0.5998,-0.131,0.131,0.7466,-0.125,0.125,0.1732,-0.1756,0.1756,0.1916,-0.0855,0.0855,0.2873,-0.0956,0.0956,0.9994,-0.1069,0.1069
105,4,3,0.104,0.3418,-0.0805,0.0805,0.2305,-0.0964,0.0964,0.2448,-0.1337,0.1337,0.4014,-0.1107,0.1107,0.7779,-0.1252,0.1252,0.834,-0.119,0.119,0.2543,-0.144,0.144,0.2362,-0.0787,0.0787,0.3306,-0.0951,0.0951,0.4925,-0.0908,0.0908
105,4,4,0.0953,0.3002,-0.1315,0.1315,0.2142,-0.1051,0.1051,0.2638,-0.119,0.119,0.3619,-0.1033,0.1033,0.65,-0.1185,0.1185,0.7051,-0.1073,0.1073,0.1804,-0.1401,0.1401,0.2789,-0.0702,0.0702,0.3342,-0.0932,0.0932,0.4765,-0.0852,0.0852
105,4,5,0.0924,0.4163,-0.1207,0.1207,0.251,-0.0962,0.0962,0.2194,-0.1251,0.1251,0.7521,-0.0962,0.0962,-8.0298,-8.778,8.778,1.1083,-0.0933,0.0933,0.192,-0.1569,0.1569,0.3301,-0.0957,0.0957,0.3701,-0.0856,0.0856,0.4031,-0.0825,0.0825
105,4,6,0.0798,0.2961,-0.1261,0.1261,0.2202,-0.1293,0.1293,0.3038,-0.1282,0.1282,0.4093,-0.0952,0.0952,0.8225,-0.1239,0.1239,1.1641,-0.0813,0.0813,0.3217,-0.1587,0.1587,0.2334,-0.1124,0.1124,0.3963,-0.0849,0.0849,0.3987,-0.0991,0.0991
105,4,7,0.0982,0.333,-0.1115,0.1115,0.1971,-0.113,0.113,0.313,-0.1394,0.1394,0.4701,-0.1067,0.1067,0.6251,-0.1064,0.1064,0.6218,-0.1293,0.1293,0.2017,-0.1621,0.1621,0.2169,-0.0813,0.0813,0.3635,-0.1044,0.1044,0.4483,-0.0935,0.0935
105,4,8,0.1123,0.3421,-0.1177,0.1177,0.2427,-0.1042,0.1042,0.2846,-0.1339,0.1339,0.4102,-0.1076,0.1076,0.5211,-0.1063,0.1063,0.6656,-0.0889,0.0889,0.2008,-0.1781,0.1781,0.2686,-0.0962,0.0962,0.3484,-0.0935,0.0935,0.4369,-0.0833,0.0833
105,4,9,0.0956,0.2997,-0.1278,0.1278,0.256,-0.1487,0.1487,0.2754,-0.1357,0.1357,0.4603,-0.0955,0.0955,-3.2553,-3.7987,3.7987,0.6893,-0.104,0.104,0.1432,-0.18,0.18,0.1984,-0.0788,0.0788,0.2525,-0.1212,0.1212,0.4082,-0.1265,0.1265
105,4,10,0.0989,0.4382,-0.1328,0.1328,0.3133,-0.1069,0.1069,0.3688,-0.128,0.128,0.5187,-0.0955,0.0955,0.453,-0.0905,0.0905,0.5779,-0.0979,0.0979,0.1537,-0.1662,0.1662,0.2101,-0.0899,0.0899,0.2745,-0.1066,0.1066,0.4573,-0.0908,0.0908
105,4,11,0.1117,0.2942,-0.1284,0.1284,0.2381,-0.1192,0.1192,0.2492,-0.1452,0.1452,0.3009,-0.1121,0.1121,-7.41,-7.9915,7.9915,1.0129,-0.1067,0.1067,0.1635,-0.1888,0.1888,0.2346,-0.0796,0.0796,0.3653,-0.0955,0.0955,0.3807,-0.0875,0.0875
105,4,12,0.1,0.2247,-0.1436,0.1436,0.2411,-0.1182,0.1182,0.2444,-0.1376,0.1376,0.3592,-0.1126,0.1126,0.4792,-0.123,0.123,0.9898,-0.1125,0.1125,0.1882,-0.1967,0.1967,0.2801,-0.0988,0.0988,0.3395,-0.0876,0.0876,0.3417,-0.0964,0.0964
105,4,13,0.0846,0.3436,-0.1417,0.1417,0.2254,-0.1246,0.1246,0.257,-0.1593,0.1593,0.4363,-0.1111,0.1111,0.5281,-0.1379,0.1379,0.752,-0.1094,0.1094,0.1537,-0.1756,0.1756,0.2161,-0.075,0.075,0.2534,-0.098,0.098,0.7814,-0.0895,0.0895
105,4,14,0.1076,0.2745,-0.1433,0.1433,0.2468,-0.1324,0.1324,0.2839,-0.1459,0.1459,0.3804,-0.0975,0.0975,0.5912,-0.1145,0.1145,0.7123,-0.0963,0.0963,0.1954,-0.1438,0.1438,0.1603,-0.0891,0.0891,0.365,-0.112,0.112,0.354,-0.0876,0.0876
105,4,15,0.0934,0.2734,-0.1447,0.1447,0.2409,-0.1129,0.1129,0.2299,-0.1516,0.1516,0.4442,-0.1001,0.1001,0.434,-0.1168,0.1168,0.7087,-0.0948,0.0948,0.3343,-0.1511,0.1511,0.2062,-0.1037,0.1037,0.3992,-0.0974,0.0974,0.3699,-0.1199,0.1199
105,4,16,0.1259,0.4316,-0.1015,0.1015,0.2139,-0.1064,0.1064,0.2989,-0.1002,0.1002,0.3686,-0.0872,0.0872,0.4247,-0.1048,0.1048,0.5878,-0.103,0.103,0.1526,-0.1635,0.1635,0.2891,-0.0952,0.0952,0.3535,-0.0896,0.0896,0.3745,-0.0709,0.0709
105,4,17,0.0992,0.4059,-0.1298,0.1298,0.2274,-0.1112,0.1112,0.2773,-0.1534,0.1534,0.4518,-0.0995,0.0995,0.5145,-0.1045,0.1045,0.5876,-0.0849,0.0849,0.1127,-0.1803,0.1803,0.2162,-0.0793,0.0793,0.2786,-0.0895,0.0895,0.3488,-0.075,0.075
105,4,18,0.0963,0.2428,-0.1139,0.1139,0.2625,-0.1069,0.1069,0.2017,-0.1114,0.1114,0.341,-0.1108,0.1108,0.4154,-0.1102,0.1102,0.6281,-0.0908,0.0908,0.044,-0.1923,0.1923,0.3158,-0.1121,0.1121,0.3489,-0.1116,0.1116,1.1898,-0.1054,0.1054
105,4,19,0.1035,0.2642,-0.117,0.117,0.2216,-0.1041,0.1041,0.2082,-0.1262,0.1262,0.3357,-0.0886,0.0886,-2.7103,-3.2253,3.2253,0.6274,-0.1281,0.1281,0.1244,-0.1737,0.1737,0.224,-0.0821,0.0821,0.2222,-0.1118,0.1118,0.3133,-0.0837,0.0837
105,4,20,0.1128,0.3262,-0.1143,0.1143,0.2422,-0.0968,0.0968,0.2205,-0.1273,0.1273,0.333,-0.1058,0.1058,0.4357,-0.1033,0.1033,0.6166,-0.0968,0.0968,0.1474,-0.1668,0.1668,0.2082,-0.1035,0.1035,0.2912,-0.1114,0.1114,0.3328,-0.1162,0.1162
105,4,21,0.1079,0.4998,-0.1131,0.1131,0.1898,-0.103,0.103,0.4168,-0.1446,0.1446,0.4477,-0.1117,0.1117,0.4056,-0.1013,0.1013,0.9003,-0.1149,0.1149,0.302,-0.1642,0.1642,0.3144,-0.0762,0.0762,0.2723,-0.0796,0.0796,0.3608,-0.0902,0.0902
105,4,22,0.0963,0.2854,-0.1264,0.1264,0.2391,-0.111,0.111,0.2453,-0.1267,0.1267,0.3243,-0.0861,0.0861,-3.3306,-3.9578,3.9578,1.0084,-0.0794,0.0794,0.1014,-0.1624,0.1624,0.2456,-0.0769,0.0769,0.3142,-0.0849,0.0849,0.2909,-0.0908,0.0908
105,4,23,0.0868,0.5389,-0.1176,0.1176,0.2347,-0.0983,0.0983,0.3969,-0.1458,0.1458,0.3459,-0.1054,0.1054,0.4403,-0.1048,0.1048,0.8342,-0.1081,0.1081,0.3152,-0.14,0.14,0.4503,-0.0757,0.0757,0.437,-0.0986,0.0986,0.713,-0.0908,0.0908
105,4,24,0.1001,3.2735,-0.1386,0.1386,1.6267,-0.1075,0.1075,0.2738,-0.1768,0.1768,1.1342,-0.1433,0.1433,1.1827,-0.1265,0.1265,0.7208,-0.0963,0.0963,0.2179,-0.1449,0.1449,0.2201,-0.0838,0.0838,0.252,-0.0976,0.0976,0.301,-0.0874,0.0874
105,4,25,0.0802,0.4164,-0.14,0.14,0.1612,-0.1093,0.1093,0.2411,-0.1382,0.1382,0.9163,-0.1136,0.1136,0.4174,-0.0893,0.0893,0.5104,-0.0958,0.0958,0.1551,-0.1815,0.1815,0.1498,-0.0945,0.0945,0.202,-0.1063,0.1063,0.2959,-0.0883,0.0883
105,4,26,0.1001,0.2954,-0.1191,0.1191,0.2129,-0.1051,0.1051,0.2021,-0.1329,0.1329,0.4019,-0.1041,0.1041,0.4427,-0.1153,0.1153,0.6173,-0.0843,0.0843,0.1627,-0.1899,0.1899,0.2669,-0.0786,0.0786,0.4654,-0.1057,0.1057,0.5155,-0.095,0.095
105,4,27,0.0844,0.3303,-0.135,0.135,0.2034,-0.0982,0.0982,0.2392,-0.1294,0.1294,0.4147,-0.0952,0.0952,0.5626,-0.1372,0.1372,0.7787,-0.1049,0.1049,0.2129,-0.1437,0.1437,0.3472,-0.1104,0.1104,0.4596,-0.106,0.106,0.3195,-0.0966,0.0966
105,4,28,0.0836,0.2912,-0.1173,0.1173,0.223,-0.1049,0.1049,0.211,-0.1572,0.1572,0.4065,-0.0984,0.0984,0.4697,-0.1252,0.1252,0.6369,-0.1048,0.1048,0.2166,-0.1431,0.1431,0.2185,-0.0865,0.0865,0.3075,-0.098,0.098,0.2986,-0.1057,0.1057
105,4,29,0.1086,0.2639,-0.1363,0.1363,0.2235,-0.1024,0.1024,0.2696,-0.1455,0.1455,0.3758,-0.0896,0.0896,0.4407,-0.1155,0.1155,0.6095,-0.1125,0.1125,0.2464,-0.1771,0.1771,0.2237,-0.0948,0.0948,0.3508,-0.1119,0.1119,0.3927,-0.0802,0.0802
105,4,30,0.1003,0.3202,-0.1375,0.1375,0.242,-0.1046,0.1046,0.2217,-0.118,0.118,0.3834,-0.1067,0.1067,0.49,-0.1218,0.1218,0.7042,-0.1096,0.1096,0.2335,-0.1439,0.1439,0.1858,-0.1109,0.1109,0.3122,-0.0936,0.0936,0.3312,-0.1037,0.1037
105,4,31,0.1058,0.4821,-0.1496,0.1496,0.3233,-0.1198,0.1198,0.3951,-0.1308,0.1308,0.4622,-0.1117,0.1117,0.4549,-0.1179,0.1179,0.6692,-0.1066,0.1066,0.2248,-0.1545,0.1545,0.2488,-0.0802,0.0802,0.4221,-0.0803,0.0803,0.4093,-0.0867,0.0867
105,4,32,0.0776,0.288,-0.1321,0.1321,0.2617,-0.1102,0.1102,0.5403,-0.1252,0.1252,0.5522,-0.0947,0.0947,0.4686,-0.1002,0.1002,0.6169,-0.1134,0.1134,0.2071,-0.1433,0.1433,0.2033,-0.0798,0.0798,0.2493,-0.1116,0.1116,0.3139,-0.0953,0.0953
105,4,33,0.0981,0.3234,-0.1405,0.1405,0.2321,-0.1386,0.1386,0.2557,-0.1391,0.1391,0.3971,-0.1047,0.1047,0.4925,-0.1138,0.1138,0.6228,-0.0989,0.0989,0.1987,-0.1595,0.1595,0.2172,-0.0859,0.0859,0.314,-0.0953,0.0953,1.0465,-0.1317,0.1317
105,4,34,0.0871,1.2667,-0.0949,0.0949,0.2286,-0.1005,0.1005,0.2789,-0.1128,0.1128,0.5444,-0.0969,0.0969,0.5293,-0.1013,0.1013,0.6736,-0.1062,0.1062,0.225,-0.1595,0.1595,0.1993,-0.0847,0.0847,0.2564,-0.1166,0.1166,0.7519,-0.105,0.105
105,4,35,0.1079,0.3153,-0.1304,0.1304,0.269,-0.0979,0.0979,0.2005,-0.1125,0.1125,0.3796,-0.1116,0.1116,0.4271,-0.1165,0.1165,0.5846,-0.1078,0.1078,0.222,-0.1741,0.1741,0.1422,-0.0735,0.0735,0.3632,-0.112,0.112,1.014,-0.096,0.096
105,4,36,0.0951,0.2992,-0.1208,0.1208,0.2308,-0.1105,0.1105,0.2303,-0.1292,0.1292,0.3602,-0.0907,0.0907,0.4973,-0.1087,0.1087,0.6289,-0.1116,0.1116,0.1873,-0.1642,0.1642,0.2297,-0.0805,0.0805,0.3939,-0.0692,0.0692,0.4945,-0.0803,0.0803
105,4,37,0.0891,0.2833,-0.1059,0.1059,0.2036,-0.1181,0.1181,0.2504,-0.1526,0.1526,0.3815,-0.1046,0.1046,0.3746,-0.1132,0.1132,0.7042,-0.1111,0.1111,0.3237,-0.14,0.14,0.2435,-0.0791,0.0791,0.2695,-0.085,0.085,0.3373,-0.084,0.084
105,4,38,0.1273,0.416,-0.147,0.147,0.2566,-0.1049,0.1049,0.2376,-0.1458,0.1458,0.3624,-0.1075,0.1075,0.4373,-0.1189,0.1189,0.6369,-0.0999,0.0999,0.1961,-0.1914,0.1914,0.2065,-0.0699,0.0699,0.2454,-0.095,0.095,0.2829,-0.1012,0.1012
105,4,39,0.1267,1.3594,-0.1797,0.1797,1.1217,-0.0925,0.0925,0.3052,-0.1265,0.1265,0.5134,-0.1032,0.1032,0.6707,-0.1158,0.1158,0.7065,-0.0929,0.0929,0.1572,-0.1746,0.1746,0.1861,-0.0782,0.0782,0.2519,-0.0898,0.0898,0.2829,-0.0884,0.0884
105,4,40,0.0664,0.2904,-0.1324,0.1324,0.2576,-0.1099,0.1099,0.2345,-0.1602,0.1602,0.3402,-0.1077,0.1077,0.507,-0.1293,0.1293,0.7267,-0.1245,0.1245,0.1813,-0.156,0.156,0.2154,-0.0793,0.0793,0.3936,-0.083,0.083,0.3689,-0.0892,0.0892
105,4,41,0.0794,0.3538,-0.1334,0.1334,0.2228,-0.1191,0.1191,0.2234,-0.1374,0.1374,0.388,-0.0983,0.0983,0.519,-0.1344,0.1344,0.7237,-0.1074,0.1074,0.2676,-0.1575,0.1575,0.2142,-0.0891,0.0891,0.3808,-0.0982,0.0982,0.3392,-0.0913,0.0913
105,4,42,0.0961,0.3048,-0.138,0.138,0.2216,-0.0985,0.0985,0.2782,-0.1398,0.1398,0.5392,-0.0961,0.0961,0.5331,-0.108,0.108,0.7094,-0.0766,0.0766,0.2674,-0.1436,0.1436,0.1988,-0.0717,0.0717,0.3657,-0.08,0.08,0.457,-0.0874,0.0874
